Artist Name,Artist Slug,Death Year,Artwork Title,Artwork Slug,WikiArt URL,Image URL,Museum Location,Notes
"Claude Monet",claude-monet,1926,"At Cap d&#39;Antibes",at-cap-d-antibes,https://www.wikiart.org/en/claude-monet/at-cap-d-antibes,https://uploads2.wikiart.org/images/claude-monet/at-cap-d-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"At Cap d&#39;Antibes, Mistral Wind",at-cap-d-antibes-mistral-wind,https://www.wikiart.org/en/claude-monet/at-cap-d-antibes-mistral-wind,https://uploads2.wikiart.org/images/claude-monet/at-cap-d-antibes-mistral-wind.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Gardener&#39;s House at Antibes",gardener-s-house-at-antibes,https://www.wikiart.org/en/claude-monet/gardener-s-house-at-antibes,https://uploads2.wikiart.org/images/claude-monet/gardener-s-house-at-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Pine Trees, Cap d&#39;Antibes",pine-trees-cap-d-antibes,https://www.wikiart.org/en/claude-monet/pine-trees-cap-d-antibes,https://uploads2.wikiart.org/images/claude-monet/pine-trees-cap-d-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Alps Seen from Cap d&#39;Antibes",the-alps-seen-from-cap-d-antibes,https://www.wikiart.org/en/claude-monet/the-alps-seen-from-cap-d-antibes,https://uploads2.wikiart.org/images/claude-monet/the-alps-seen-from-cap-d-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Bay of Antibes",the-bay-of-antibes,https://www.wikiart.org/en/claude-monet/the-bay-of-antibes,https://uploads2.wikiart.org/images/claude-monet/the-bay-of-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Big Blue at Antibes",the-big-blue-at-antibes,https://www.wikiart.org/en/claude-monet/the-big-blue-at-antibes,https://uploads2.wikiart.org/images/claude-monet/the-big-blue-at-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Big Blue Mediterranean at Antibes",the-big-blue-meditarranean-at-antibes,https://www.wikiart.org/en/claude-monet/the-big-blue-meditarranean-at-antibes,https://uploads2.wikiart.org/images/claude-monet/the-big-blue-meditarranean-at-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Big Blue Sea in Antibes",the-big-blue-sea-in-antibes,https://www.wikiart.org/en/claude-monet/the-big-blue-sea-in-antibes,https://uploads2.wikiart.org/images/claude-monet/the-big-blue-sea-in-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Castle in Antibes",the-castle-in-antibes,https://www.wikiart.org/en/claude-monet/the-castle-in-antibes,https://uploads2.wikiart.org/images/claude-monet/the-castle-in-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Gulf Juan at Antibes",the-gulf-juan-at-antibes,https://www.wikiart.org/en/claude-monet/the-gulf-juan-at-antibes,https://uploads2.wikiart.org/images/claude-monet/the-gulf-juan-at-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Gulf of Antibes",the-gulf-of-antibes,https://www.wikiart.org/en/claude-monet/the-gulf-of-antibes,https://uploads2.wikiart.org/images/claude-monet/the-gulf-of-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Trees by the Seashore at Antibes",trees-by-the-seashore-at-antibes,https://www.wikiart.org/en/claude-monet/trees-by-the-seashore-at-antibes,https://uploads2.wikiart.org/images/claude-monet/trees-by-the-seashore-at-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"View of Antibes from the Plateau Notre-Dame",view-of-antibes-from-the-plateau-notre-dame,https://www.wikiart.org/en/claude-monet/view-of-antibes-from-the-plateau-notre-dame,https://uploads2.wikiart.org/images/claude-monet/view-of-antibes-from-the-plateau-notre-dame.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"View of Cap d&#39;Antibes",view-of-cap-d-antibes,https://www.wikiart.org/en/claude-monet/view-of-cap-d-antibes,https://uploads2.wikiart.org/images/claude-monet/view-of-cap-d-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"The Old Fort at Antibes",the-old-fort-at-antibes,https://www.wikiart.org/en/claude-monet/the-old-fort-at-antibes,https://uploads2.wikiart.org/images/claude-monet/the-old-fort-at-antibes.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Grainstack in Winter, Misty Weather",grainstack-in-winter-misty-weather-1889,https://www.wikiart.org/en/claude-monet/grainstack-in-winter-misty-weather-1889,https://uploads2.wikiart.org/images/claude-monet/grainstack-in-winter-misty-weather-1889.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack at Giverny",grainstack-at-giverny,https://www.wikiart.org/en/claude-monet/grainstack-at-giverny,https://uploads2.wikiart.org/images/claude-monet/grainstack-at-giverny.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks at Giverny, Morning Effect",grainstacks-at-giverny-morning-effect,https://www.wikiart.org/en/claude-monet/grainstacks-at-giverny-morning-effect,https://uploads2.wikiart.org/images/claude-monet/grainstacks-at-giverny-morning-effect.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks at Giverny, Sunset",grainstacks-at-giverny-sunset,https://www.wikiart.org/en/claude-monet/grainstacks-at-giverny-sunset,https://uploads2.wikiart.org/images/claude-monet/grainstacks-at-giverny-sunset.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks, White Frost Effect",haystacks-white-frost-sunrise,https://www.wikiart.org/en/claude-monet/haystacks-white-frost-sunrise,https://uploads2.wikiart.org/images/claude-monet/haystacks-white-frost-sunrise.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks, Bright Sunlight",grainstacks-bright-sunlight-1890,https://www.wikiart.org/en/claude-monet/grainstacks-bright-sunlight-1890,https://uploads2.wikiart.org/images/claude-monet/grainstacks-bright-sunlight-1890.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack in the Sunlight, Snow Effect",grainstack-in-the-sunlight-snow-effect-1891,https://www.wikiart.org/en/claude-monet/grainstack-in-the-sunlight-snow-effect-1891,https://uploads2.wikiart.org/images/claude-monet/grainstack-in-the-sunlight-snow-effect-1891.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks in the Winter",grainstacks-in-the-winter-1891,https://www.wikiart.org/en/claude-monet/grainstacks-in-the-winter-1891,https://uploads2.wikiart.org/images/claude-monet/grainstacks-in-the-winter-1891.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks in the Sunlight, Morning Effect",grainstacks-in-the-sunlight-morning-effect-1891,https://www.wikiart.org/en/claude-monet/grainstacks-in-the-sunlight-morning-effect-1891,https://uploads2.wikiart.org/images/claude-monet/grainstacks-in-the-sunlight-morning-effect-1891.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack",grainstack,https://www.wikiart.org/en/claude-monet/grainstack,https://uploads2.wikiart.org/images/claude-monet/grainstack.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack (Sunset)",grainstack-at-sunset,https://www.wikiart.org/en/claude-monet/grainstack-at-sunset,https://uploads2.wikiart.org/images/claude-monet/grainstack-at-sunset.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack, Snow Effect, Morning",grainstack-in-the-morning-snow-effect-1891,https://www.wikiart.org/en/claude-monet/grainstack-in-the-morning-snow-effect-1891,https://uploads2.wikiart.org/images/claude-monet/grainstack-in-the-morning-snow-effect-1891.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack in Sunshine",grainstack-under-the-sun,https://www.wikiart.org/en/claude-monet/grainstack-under-the-sun,https://uploads2.wikiart.org/images/claude-monet/grainstack-under-the-sun.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack in the Sunlight",grainstack-impression-in-pinks-and-blues,https://www.wikiart.org/en/claude-monet/grainstack-impression-in-pinks-and-blues,https://uploads2.wikiart.org/images/claude-monet/grainstack-impression-in-pinks-and-blues.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Stacks of Wheat (Sunset, Snow Effect)",grainstacks-at-sunset-snow-effect-1891,https://www.wikiart.org/en/claude-monet/grainstacks-at-sunset-snow-effect-1891,https://uploads2.wikiart.org/images/claude-monet/grainstacks-at-sunset-snow-effect-1891.jpg,"Art Institute of Chicago","Known location"
"Claude Monet",claude-monet,1926,"Stacks of Wheat (End of Day, Autumn)",grainstacks-at-the-end-of-the-day-autumn,https://www.wikiart.org/en/claude-monet/grainstacks-at-the-end-of-the-day-autumn,https://uploads2.wikiart.org/images/claude-monet/grainstacks-at-the-end-of-the-day-autumn.jpg,"Art Institute of Chicago","Known location"
"Claude Monet",claude-monet,1926,"Grainstacks, Snow Effect",grainstacks-snow-effect-1891,https://www.wikiart.org/en/claude-monet/grainstacks-snow-effect-1891,https://uploads2.wikiart.org/images/claude-monet/grainstacks-snow-effect-1891.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Grainstack, Sun in the Mist",haystacks-sun-in-the-mist,https://www.wikiart.org/en/claude-monet/haystacks-sun-in-the-mist,https://uploads2.wikiart.org/images/claude-monet/haystacks-sun-in-the-mist.jpg,"Museum of Fine Arts, Boston","Known location"
"Claude Monet",claude-monet,1926,"Stacks of Wheat (End of Summer)",wheatstacks-end-of-summer-1891,https://www.wikiart.org/en/claude-monet/wheatstacks-end-of-summer-1891,https://uploads2.wikiart.org/images/claude-monet/wheatstacks-end-of-summer-1891.jpg,"Art Institute of Chicago","Known location"
"Claude Monet",claude-monet,1926,"Rouen Cathedral, Study of the Portal",rouen-cathedral-study-of-the-portal,https://www.wikiart.org/en/claude-monet/rouen-cathedral-study-of-the-portal,https://uploads2.wikiart.org/images/claude-monet/rouen-cathedral-study-of-the-portal.jpg,"Musée d'Orsay, Paris","Known location"
"Claude Monet",claude-monet,1926,"Rouen Cathedral, red, Sunlight",rouen-cathedral-red-sunlight,https://www.wikiart.org/en/claude-monet/rouen-cathedral-red-sunlight,https://uploads2.wikiart.org/images/claude-monet/rouen-cathedral-red-sunlight.jpg,"Musée d'Orsay, Paris","Known location"
